Rank,University,URL,Country,Number of FTE Students,Number of Students per staff,International Students,Female Male Ratio,Year
201–250,Tel Aviv University,https://www.timeshighereducation.com/world-university-rankings/tel-aviv-university,Israel,22878,22.9,0.05,54 : 46,2019
201–250,Tilburg University,https://www.timeshighereducation.com/world-university-rankings/tilburg-university,Netherlands,7666,21.2,0.14,48 : 52,2019
201–250,Ulsan National Institute of Science and Technology (UNIST),https://www.timeshighereducation.com/world-university-rankings/ulsan-national-institute-science-and-technology-unist,South Korea,4255,13.5,0.08,27 : 73,2019
201–250,University College Dublin,https://www.timeshighereducation.com/world-university-rankings/university-college-dublin,Ireland,22081,23.5,0.27,n/a,2019
201–250,University of Utah,https://www.timeshighereducation.com/world-university-rankings/university-utah,United States,30036,14.1,0.09,45 : 55,2019
201–250,Vita-Salute San Raffaele University,https://www.timeshighereducation.com/world-university-rankings/vita-salute-san-raffaele-university,Italy,2745,7.3,0.05,59 : 41,2019
201–250,University of Waterloo,https://www.timeshighereducation.com/world-university-rankings/university-waterloo,Canada,32395,23.7,0.18,46 : 54,2019
201–250,William& Mary,https://www.timeshighereducation.com/world-university-rankings/william-mary,United States,8098,11.8,0.09,55 : 45,2019
201–250,Universityofthe Witwatersrand,https://www.timeshighereducation.com/world-university-rankings/university-witwatersrand,South Africa,28279,26.1,0.08,56 : 44,2019
201–250,University of Wollongong,https://www.timeshighereducation.com/world-university-rankings/university-wollongong,Australia,18209,31.2,0.26,51 : 49,2019
201–250,Yonsei University (Seoul campus),https://www.timeshighereducation.com/world-university-rankings/yonsei-university-seoul-campus,South Korea,17875,14.7,0.22,46 : 54,2019
251–300,Brighton and Sussex Medical School,https://www.timeshighereducation.com/world-university-rankings/brighton-and-sussex-medical-school,United Kingdom,795,11.3,0.15,57 : 43,2019
251–300,University of Canberra,https://www.timeshighereducation.com/world-university-rankings/university-canberra,Australia,10098,29.2,0.29,52 : 48,2019
251–300,University of Cincinnati,https://www.timeshighereducation.com/world-university-rankings/university-cincinnati,United States,28049,20.5,0.09,52 : 48,2019
251–300,Clark University,https://www.timeshighereducation.com/world-university-rankings/clark-university,United States,3136,11.9,0.25,60 : 40,2019
251–300,Colorado School of Mines,https://www.timeshighereducation.com/world-university-rankings/colorado-school-mines,United States,5556,16.7,0.12,28 : 72,2019
251–300,Dalhousie University,https://www.timeshighereducation.com/world-university-rankings/dalhousie-university,Canada,15150,14.7,0.21,55 : 45,2019
251–300,University of Delaware,https://www.timeshighereducation.com/world-university-rankings/university-delaware,United States,20348,16.9,0.1,57 : 43,2019
251–300,University of Essex,https://www.timeshighereducation.com/world-university-rankings/university-essex,United Kingdom,11132,15.7,0.41,55 : 45,2019
251–300,Flinders University,https://www.timeshighereducation.com/world-university-rankings/flinders-university,Australia,15939,24.1,0.31,64 : 36,2019
251–300,Florida State University,https://www.timeshighereducation.com/world-university-rankings/florida-state-university,United States,38661,24.5,0.07,56 : 44,2019
251–300,Goethe University Frankfurt,https://www.timeshighereducation.com/world-university-rankings/goethe-university-frankfurt,Germany,45826,19.9,0.15,57 : 43,2019
251–300,Griffith University,https://www.timeshighereducation.com/world-university-rankings/griffith-university,Australia,31574,22.2,0.19,57 : 43,2019
251–300,University of Iceland,https://www.timeshighereducation.com/world-university-rankings/university-iceland,Iceland,8276,14.1,0.11,66 : 34,2019
251–300,University of Illinois at Chicago,https://www.timeshighereducation.com/world-university-rankings/university-illinois-chicago,United States,25705,11.2,0.19,52 : 48,2019
251–300,Indian Institute of Science,https://www.timeshighereducation.com/world-university-rankings/indian-institute-science,India,4071,9.4,0.01,21 : 79,2019
251–300,Jacobs University,https://www.timeshighereducation.com/world-university-rankings/jacobs-university,Germany,1114,16.6,0.69,44 : 56,2019
251–300,Johannes Gutenberg University of Mainz,https://www.timeshighereducation.com/world-university-rankings/johannes-gutenberg-university-mainz,Germany,32359,28,0.11,59 : 41,2019
251–300,Université Laval,https://www.timeshighereducation.com/world-university-rankings/universite-laval,Canada,29588,16.9,0.13,57 : 43,2019
251–300,University of Marburg,https://www.timeshighereducation.com/world-university-rankings/university-marburg,Germany,25942,35.7,0.1,55 : 45,2019
251–300,Moscow Institute of Physics and Technology (MIPT),https://www.timeshighereducation.com/world-university-rankings/moscow-institute-physics-and-technology-mipt,Russian Federation,5687,10.5,0.15,19 : 81,2019
251–300,University of Navarra,https://www.timeshighereducation.com/world-university-rankings/university-navarra,Spain,10717,14.7,0.2,53 : 47,2019
251–300,North Carolina State University,https://www.timeshighereducation.com/world-university-rankings/north-carolina-state-university,United States,30190,12.8,0.14,45 : 55,2019
251–300,Oregon Health and Science University,https://www.timeshighereducation.com/world-university-rankings/oregon-health-and-science-university,United States,2899,1,0.03,65 : 35,2019
251–300,Osaka University,https://www.timeshighereducation.com/world-university-rankings/osaka-university,Japan,23173,7.8,0.1,31 : 69,2019
251–300,University of Oulu,https://www.timeshighereducation.com/world-university-rankings/university-oulu,Finland,9764,23.5,0.07,50 : 50,2019
251–300,Queen’s University,https://www.timeshighereducation.com/world-university-rankings/queens-university,Canada,22884,24.7,0.12,58 : 42,2019
251–300,"Royal Holloway, University of London",https://www.timeshighereducation.com/world-university-rankings/royal-holloway-university-london,United Kingdom,9099,14.9,0.39,60 : 40,2019
251–300,Ruhr University Bochum,https://www.timeshighereducation.com/world-university-rankings/ruhr-university-bochum,Germany,42425,61.2,0.14,49 : 51,2019
251–300,"St George’s, University of London",https://www.timeshighereducation.com/world-university-rankings/st-georges-university-london,United Kingdom,3240,15.3,0.19,62 : 38,2019
251–300,University of São Paulo,https://www.timeshighereducation.com/world-university-rankings/university-sao-paulo,Brazil,82962,15.3,0.04,48 : 52,2019
251–300,Sapienza University of Rome,https://www.timeshighereducation.com/world-university-rankings/sapienza-university-rome,Italy,68282,21.8,0.06,57 : 43,2019
251–300,Simon Fraser University,https://www.timeshighereducation.com/world-university-rankings/simon-fraser-university,Canada,26313,27.3,0.3,55 : 45,2019
251–300,University of Southern Denmark,https://www.timeshighereducation.com/world-university-rankings/university-southern-denmark,Denmark,25975,14.3,0.16,53 : 47,2019
251–300,University of South Florida (Tampa),https://www.timeshighereducation.com/world-university-rankings/university-south-florida-tampa,United States,33413,18.8,0.13,n/a,2019
251–300,Stony Brook University,https://www.timeshighereducation.com/world-university-rankings/stony-brook-university,United States,23722,10.6,0.23,49 : 51,2019
251–300,University of Stuttgart,https://www.timeshighereducation.com/world-university-rankings/university-stuttgart,Germany,26697,47.1,0.2,32 : 68,2019
251–300,University of Surrey,https://www.timeshighereducation.com/world-university-rankings/university-surrey,United Kingdom,11987,15.6,0.4,53 : 47,2019
251–300,Swansea University,https://www.timeshighereducation.com/world-university-rankings/swansea-university,United Kingdom,14978,16.5,0.23,45 : 55,2019
251–300,Swedish University of Agricultural Sciences,https://www.timeshighereducation.com/world-university-rankings/swedish-university-agricultural-sciences,Sweden,3745,4.4,0.04,69 : 31,2019
251–300,Syracuse University,https://www.timeshighereducation.com/world-university-rankings/syracuse-university,United States,20277,16,0.2,53 : 47,2019
251–300,Technical University of Darmstadt,https://www.timeshighereducation.com/world-university-rankings/technical-university-darmstadt,Germany,18221,40.7,0.16,30 : 70,2019
251–300,University of Texasat Dallas,https://www.timeshighereducation.com/world-university-rankings/university-texas-dallas,United States,20787,21.6,0.25,43 : 57,2019
251–300,Tohoku University,https://www.timeshighereducation.com/world-university-rankings/tohoku-university,Japan,17687,5.5,0.11,26 : 74,2019
251–300,Tokyo Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/tokyo-institute-technology,Japan,9612,7.5,0.14,14 : 86,2019
251–300,University of Trento,https://www.timeshighereducation.com/world-university-rankings/university-trento,Italy,12856,20.2,0.08,51 : 49,2019
251–300,TU Wien,https://www.timeshighereducation.com/world-university-rankings/tu-wien,Austria,17827,34,0.29,29 : 71,2019
251–300,Virginia Polytechnic Institute and State University,https://www.timeshighereducation.com/world-university-rankings/virginia-polytechnic-institute-and-state-university,United States,32296,18.5,0.14,43 : 57,2019
251–300,Vrije Universiteit Brussel,https://www.timeshighereducation.com/world-university-rankings/vrije-universiteit-brussel,Belgium,11101,27.8,0.22,54 : 46,2019
251–300,Wake Forest University,https://www.timeshighereducation.com/world-university-rankings/wake-forest-university,United States,7588,4,0.07,52 : 48,2019
301–350,Aix-Marseille University,https://www.timeshighereducation.com/world-university-rankings/aix-marseille-university,France,69147,17.1,0.11,58 : 42,2019
301–350,University of Alaska Fairbanks,https://www.timeshighereducation.com/world-university-rankings/university-alaska-fairbanks,United States,3667,8.4,0.06,50 : 50,2019
301–350,Alfaisal University,https://www.timeshighereducation.com/world-university-rankings/alfaisal-university,Saudi Arabia,2407,10.6,0.4,58 : 42,2019
301–350,American University,https://www.timeshighereducation.com/world-university-rankings/american-university,United States,10790,10.8,0.13,65 : 35,2019
301–350,Anglia Ruskin University ARU,https://www.timeshighereducation.com/world-university-rankings/anglia-ruskin-university-aru,United Kingdom,16498,22.5,0.28,61 : 39,2019
301–350,Auckland University of Technology,https://www.timeshighereducation.com/world-university-rankings/auckland-university-technology,New Zealand,18160,17.5,0.44,59 : 41,2019
301–350,University of Bayreuth,https://www.timeshighereducation.com/world-university-rankings/university-bayreuth,Germany,12784,36.7,0.08,45 : 55,2019
301–350,"Birkbeck, University of London",https://www.timeshighereducation.com/world-university-rankings/birkbeck-university-london,United Kingdom,8242,16.1,0.4,53 : 47,2019
301–350,Boston College,https://www.timeshighereducation.com/world-university-rankings/boston-college,United States,13035,15.9,0.14,55 : 45,2019
301–350,University of Bremen,https://www.timeshighereducation.com/world-university-rankings/university-bremen,Germany,19173,31.4,0.11,50 : 50,2019
301–350,University of Canterbury,https://www.timeshighereducation.com/world-university-rankings/university-canterbury,New Zealand,12492,17.2,0.22,49 : 51,2019
301–350,University of Colorado Denver,https://www.timeshighereducation.com/world-university-rankings/university-colorado-denver,United States,17853,5.4,0.07,56 : 44,2019
301–350,University of Connecticut,https://www.timeshighereducation.com/world-university-rankings/university-connecticut,United States,30356,14.6,0.08,53 : 47,2019
301–350,Curtin University,https://www.timeshighereducation.com/world-university-rankings/curtin-university,Australia,30904,18.3,0.35,51 : 49,2019
301–350,Cyprus University of Technology,https://www.timeshighereducation.com/world-university-rankings/cyprus-university-technology,Cyprus,3114,17.7,0.08,56 : 44,2019
